address,city,state,zipcode,Jan 2010,Feb 2010,Mar 2010,Apr 2010,May 2010,Jun 2010,Jul 2010,Aug 2010,Sep 2010,Oct 2010,Nov 2010,Dec 2010,Jan 2011,Feb 2011,Mar 2011,Apr 2011,May 2011,Jun 2011,Jul 2011,Aug 2011,Sep 2011,Oct 2011,Nov 2011,Dec 2011,Jan 2012,Feb 2012,Mar 2012,Apr 2012,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Today,Jul 2008,Sep 2008,Oct 2008,Nov 2008,Dec 2008,Jan 2009,Feb 2009,Mar 2009,Apr 2009,Jun 2009,Jul 2009,Aug 2009,Sep 2009,Oct 2009,Nov 2009,Dec 2009
"120 Lima Ter,",Fremont,CA,94539,None,None,None,None,None,$1.5M,$1.5M,$1.5M,$1.4M,$1.4M,$1.4M,$1.6M,$1.5M,$1.6M,$1.6M,$1.6M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.7M,$1.7M,$1.8M,$1.8M,$1.9M,$1.9M,$2M,$2.1M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$2M,$2M,$2.2M,$2.1M,$2.1M,$2.1M,$2.1M,$2.2M,$2.3M,$2.3M,$2.4M,$2.3M,$2.2M,$2.2M,$2.2M,$2.2M,$2.2M,$2.2M,$2.2M,$2.2M,$2.2M,$2.3M,$2.3M,$2.3M,$2.4M,$2.3M,$2.3M,$2.3M,$2.3M,$2.2M,$2M,$2.1M,$2.2M,$2.2M,$2.3M,$2.3M,$2.3M,$2.3M,$2.3M,$2.4M,$2.4M,$2.4M,$2.4M,$2.4M,$2.4M,$3.6M,$3.5M,$3.4M,$3.3M,$3.3M,$3.4M,$3.4M,$3.4M,$3.4M,$2.5M,$2.5M,$3M,$3M,$3M,$3M,$3M,$2.9M,$2.9M,$2.9M,$2.8M,$2.7M,$2.7M,$2.4M,$2.4M,$2.4M,$2.4M,$2.4M,None,None,$2.4M,None,$2.7M,$2.7M,$2.7M,$2.7M,$2.7M,$2.7M,$2.7M,$2.7M,$2.7M,None,$2.7M,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"4559 Crestwood St,",Fremont,CA,94538,None,None,None,None,None,$531.7K,$531.7K,$542K,$550.1K,$548.7K,$551K,$552K,$542.8K,None,$537.7K,$559.5K,$556.8K,$558K,$559.3K,$531.9K,$537.5K,$544.5K,$541.2K,$541.2K,$539.1K,$540.4K,$529.4K,$532.9K,$548.8K,$549.2K,$545K,$524.8K,$525K,$544.6K,$561.3K,$565K,$581.5K,$592.3K,$620.1K,$678.7K,$678.7K,$672.3K,$692.5K,$745.4K,$730.9K,$724.8K,$731.1K,$749.5K,$760.5K,$777.9K,$796K,$799.1K,$788.7K,$787.2K,$778.3K,$792.7K,$786.7K,$786.7K,$820.4K,$843.9K,$860.1K,$876.6K,$902.4K,$916.1K,$964.7K,$980.1K,$952.5K,$951.1K,$987.6K,$980.8K,$980.2K,$1M,$1M,$1M,$1M,$1M,$1M,$1.1M,$1M,$998.4K,$1M,$1M,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1M,None,None,None,$1M,None,None,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,None,None,$1.3M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"37000 Meadowbrook Cmn APT 203,",Fremont,CA,94536,None,None,None,None,None,$251.3K,$251.3K,$245.5K,$247.9K,$245.3K,$242.8K,$237.2K,$228.2K,$226.1K,$226.1K,$220.5K,$208.3K,$205.4K,$209.4K,$209.9K,$210.7K,$208.7K,$206.8K,$203.8K,$204.8K,$206.8K,$206.8K,$200.4K,$223.7K,$223.2K,$232.2K,$235.4K,$233.3K,$234.1K,$243.5K,$262.3K,$257.4K,$263.6K,$279.2K,$272.3K,$287.1K,$318.5K,$325.4K,$328.7K,$332.1K,$332.1K,$346K,$356.1K,$373.8K,$377.9K,$398.9K,$411.4K,$412.5K,$416.8K,$419.7K,$432.5K,$432.8K,$436.7K,$444.9K,$446.6K,$458.8K,$465.7K,$471.7K,$484.6K,$490.1K,$491.5K,$491.5K,$482.9K,$493K,$509.4K,$511K,$515.9K,None,None,$538.9K,None,None,$557.6K,$558.9K,$563.1K,$548.9K,$570.1K,$570.6K,$565.6K,$565.6K,$574.3K,$581K,$586.5K,$583.9K,$591K,$597.6K,$603.2K,$594.8K,$615.7K,$621.5K,$645.6K,$647.5K,$646.7K,$664.6K,$675.3K,$674.3K,$675.5K,$684.4K,$591.8K,$588.8K,$588.8K,None,None,$549K,None,None,None,$554.4K,$553.2K,$550.9K,None,$543.4K,$215.5K,None,None,$221.2K,$219.9K,None,$540.2K,$540.2K,$539.6K,$538.9K,$538.1K,$537.2K,$536K,$534.8K,$533.6K,$532.5K,None,$531.9K,None,None,None,None,None,None,None,None,None,$563.2K,,,,,,,,,,,,,,,,
"3371 Baywood Ter APT 113,",Fremont,CA,94536,None,None,None,None,None,$252.4K,$252.4K,$245.7K,$248.2K,$240K,$237.4K,$241.1K,$243.6K,$246.5K,$240.7K,$232.7K,$222K,$219.6K,$216K,$220K,$219.7K,$220.4K,$221.1K,$224.2K,$216K,$203.8K,$203.8K,$206.4K,$205.6K,$210.7K,$209.9K,$221.2K,$225.4K,$228.5K,$238.3K,$248.2K,$261.7K,$266.7K,$278K,$287.9K,$295.6K,$328.4K,$332.1K,$339.5K,$361.5K,$361.5K,$376.3K,None,None,$379.6K,None,None,None,$418.3K,$413.9K,$429.1K,$424.6K,$430.3K,$436.7K,$436.3K,$437.9K,$446K,$455.9K,$460.3K,$461.8K,$466.3K,$466.3K,$467.6K,$476.9K,$488.8K,$482.8K,$480.1K,$499K,$508.5K,$513.9K,$512.8K,$518K,$512.8K,$512.4K,$517.3K,$503.6K,$521.9K,$524K,$519.2K,$519.2K,$527.4K,$537.1K,$545.8K,$541.9K,$546.7K,$551.9K,$571K,$563.2K,$575.3K,$593.5K,$596.5K,$601.2K,$601.6K,$609.9K,$615.4K,$616.1K,$616.1K,$602.8K,$599K,$588K,$588K,$590.7K,$587.6K,$581.7K,$536.5K,$543.2K,$532.1K,$528.8K,$532.5K,$530.8K,$513.4K,$513K,$514.7K,$515.3K,$521.2K,None,$534.5K,None,$551.4K,$551.4K,$550.6K,$549.7K,$548.8K,$547.9K,$547K,$546.1K,$545.3K,$544.7K,None,$544.7K,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"1649 Marabu Way,",Fremont,CA,94539,None,None,None,None,None,None,None,None,$897.9K,None,None,$847.9K,$832.6K,$822.6K,$827K,$813.6K,$857.7K,$906.2K,$918.8K,$864K,$882.2K,$912.6K,$898.5K,$892.2K,$847.8K,$847.6K,$847.6K,$863.9K,$891.6K,$901.4K,$932.5K,$880.9K,$939.4K,$921.3K,$947.2K,$1M,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.2M,$1.2M,$1.3M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.5M,$1.5M,$1.5M,$1.3M,$1.4M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.5M,$1.5M,$1.5M,$1.5M,$1.6M,$1.6M,$1.5M,$1.5M,$1.5M,$1.5M,$1.6M,$1.6M,$1.6M,$1.6M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,None,$1.7M,None,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,None,$1.8M,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"4830 Regents Park Ln,",Fremont,CA,94538,None,None,None,None,None,$477.3K,$477.3K,$479.4K,$461K,$471.9K,$459.3K,$470.4K,$473.9K,$445K,$442.8K,$443.6K,$419.5K,$408K,$417.5K,$462.4K,$451.4K,$450.7K,$449.9K,$434K,$438.9K,$432K,$432K,$424K,$417.7K,$422.3K,$430.2K,$406K,$461.2K,$475.7K,$482.5K,$504.8K,$537.2K,$542.2K,$549.5K,$553.2K,$574.9K,$575.9K,$551K,$558.5K,$555.2K,$555.2K,$555.2K,$574.5K,$590.6K,$604.1K,$610K,$617.7K,$635.6K,$630.1K,$625.6K,$669.1K,$666.6K,$679.5K,$697.3K,$735.6K,$709.8K,$719.9K,$736.7K,$749.8K,$749.2K,$734.4K,$734.4K,$764.9K,$758.2K,$776.9K,$767.5K,$759.5K,$776.4K,$789K,$798.9K,$797.1K,$805K,$811.1K,$783.7K,$793.4K,$789K,$802.2K,$805.3K,$811.2K,$811.2K,$813.7K,$824.8K,$823.2K,$826.8K,$850.3K,$862.6K,$871.1K,$867.5K,$884.6K,$911.3K,$968.5K,$932.4K,$966.4K,$1M,$987K,$1M,$996.9K,$1.1M,$1.1M,$1.1M,$1.1M,$1M,$1M,$1M,$993.9K,$1M,$982.7K,$1M,$1M,$1M,$1M,$1M,$992.7K,$972K,$1M,None,None,$1M,None,$1M,$1M,$1M,$1M,$999.3K,$998.8K,$998.6K,$998.8K,$999.4K,None,$1M,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"1185 Starfish Ter,",Fremont,CA,94536,None,None,None,None,None,$543.1K,$543.1K,$530.1K,$535.3K,$531.5K,$522.4K,$520.8K,$504.1K,None,$501.9K,$494.4K,$481.7K,$474.8K,$496.7K,$485.4K,$486K,$476.5K,$467.6K,$467.6K,$467.9K,$465.5K,$457K,$461.1K,$473.8K,$480.6K,$494.5K,$495.8K,$498.5K,$512K,$530.9K,$551K,$567.2K,$562.6K,$584.4K,$603.1K,$603.1K,$613.7K,$623.5K,$652.1K,$648.3K,$636.1K,$626.5K,$639.9K,$661.4K,$676.2K,$683.7K,$679.3K,$680.8K,$669.3K,$634.8K,$633K,$640.1K,$640.1K,$650.3K,$651.8K,$663K,$677.5K,$685.3K,$697K,$701.7K,$701.3K,$658.8K,$689.8K,$693.7K,$706.7K,$712.5K,$730.1K,$755.8K,$777.3K,$777.3K,$821.1K,$834.2K,$836.2K,$842.5K,$805.5K,$812.7K,$808.7K,$829.6K,$823.5K,$831.2K,$831.5K,$842.7K,$848.7K,$839K,$829.1K,$770.8K,$770.8K,$776.7K,None,None,$781.7K,None,None,None,$998.2K,$1M,$1M,$1M,$1M,$1M,$1M,$1M,$988.7K,$988.7K,$982.6K,$997K,$992.8K,$995.2K,$998.6K,$996.4K,$981.6K,$982.8K,$978K,$989K,$1M,None,$1M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"3808 Monte Sereno Ter,",Fremont,CA,94539,None,None,None,None,None,$1.8M,$1.8M,$1.9M,$2M,$1.9M,$1.9M,$2M,$2M,$1.9M,$2M,$2M,$1.9M,$1.9M,$1.9M,$1.7M,$1.7M,$1.7M,$1.7M,$1.6M,$1.6M,$1.7M,$1.7M,$1.7M,$1.8M,$1.8M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$2M,$2M,$2M,$2.1M,$2.1M,$2.2M,$2.2M,$2.1M,$2.2M,$2.2M,$2.2M,$2.2M,$2.3M,$2.3M,$2.4M,$2.4M,$2.4M,$2.4M,$2.3M,$2.3M,$2.3M,$2.3M,$2.3M,$2.4M,$2.4M,$2.2M,$2.2M,$2.2M,$2.2M,$2.3M,$2.2M,$2.2M,$2.3M,$2.3M,$2.3M,$2.4M,$2.4M,$2.5M,$2.4M,$2.5M,$2.4M,$2.5M,$2.5M,$2.5M,$2.5M,$2.5M,$2.6M,$2.7M,$2.8M,$2.8M,$2.8M,$2.7M,$2.7M,$2.9M,$2.9M,$2.8M,$2.8M,$2.8M,$2.9M,$2.7M,$2.8M,$2.9M,$2.9M,$3M,$3M,$3.1M,$3.1M,$2.9M,$3M,$3.3M,$3.3M,$3.3M,$3.3M,$3.1M,$3M,$3M,$3.1M,$3.1M,$3.1M,$2.9M,$3M,$2.9M,$2.9M,$2.9M,$2.9M,None,$3M,None,None,$3.5M,$3.5M,$3.5M,$3.5M,$3.5M,$3.5M,$3.5M,$3.5M,$3.5M,None,$3.6M,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"390 Riverside Ave,",Fremont,CA,94536,None,None,None,None,None,$496.9K,$496.9K,$507K,$494K,$487.1K,$482.9K,$481.2K,$496.5K,$485.2K,$487.7K,$484.5K,$487.6K,$475.2K,$487.1K,$465.8K,$469.1K,$461.3K,$459.7K,$469K,$472.4K,$463.8K,$463.8K,$454.9K,$434.6K,$435.1K,$445K,$504.9K,$498.9K,$490.8K,$506K,$536.1K,$552.8K,$553.1K,$579.3K,$598.7K,$617.8K,$652.1K,$600.9K,$602.8K,$614.7K,$614.7K,$614K,$622.2K,$649K,$649.3K,$665.4K,$661K,$659.6K,$679.6K,$663.9K,$619K,$623.5K,$639.9K,$646.6K,$665.2K,$665K,$679K,$695.6K,$703.1K,$713.1K,$727.8K,$727.8K,$700.5K,$714.3K,$740.1K,$772.6K,$760.2K,$781.4K,$768.1K,$791.6K,$837.3K,$849.2K,$835.6K,$816.9K,$811.1K,$804.9K,$816.8K,$825.7K,$825.3K,$825.3K,$835.6K,$839.3K,$851.9K,$856.8K,$857.2K,$861.8K,$880.7K,$844.9K,$858.6K,$851.8K,$891.6K,$861.1K,$876.6K,$895.2K,$913.5K,$929.9K,$941.7K,$967.5K,$967.7K,$967.3K,$967.3K,$952.7K,$929.6K,$891.2K,$891.9K,$911.9K,$928.5K,$917.4K,$925.6K,$947K,$943K,$923.8K,$937.2K,$929.6K,$935K,None,$944.9K,None,$1M,$1M,$1M,$998.8K,$996.6K,$994.5K,$992.3K,$990.4K,$988.6K,$987.3K,None,$986.5K,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"33017 Lake Michigan St,",Fremont,CA,94555,None,None,None,None,None,$406.3K,$406.3K,$396.2K,$440.1K,$433.3K,$423.3K,$416.6K,$411.1K,$411.5K,$409.6K,$392.4K,$372.2K,$377.2K,$360.5K,$386.4K,$405.8K,$401.7K,$378.1K,$362.6K,$360.7K,$348.6K,$348.6K,$352K,$359.4K,$373.5K,$381.4K,None,None,$450.2K,None,None,$429.7K,$433K,$449.4K,$461.5K,$475.2K,$487.8K,$501.5K,$497.5K,$503.4K,$503.4K,$517.5K,$526K,$544.9K,$543.5K,$550.6K,$550.3K,$545.9K,$541.7K,$535.1K,$549.6K,$542.6K,$550K,$556.1K,$561.1K,$564.9K,$578.5K,$585.6K,$589.8K,$590.7K,$595.7K,$595.7K,$598.7K,$609.1K,$630.2K,$643.3K,$673.7K,$756.5K,$791.1K,$810.7K,$843.6K,$846.1K,$844.2K,$770.2K,$794.6K,$794.3K,$787.5K,$779.1K,$780.8K,$780.8K,$786.7K,$790.9K,$797.9K,$789.6K,$796.2K,$789.9K,$813.7K,$788.6K,$798.8K,$819.2K,$840.1K,$824.7K,$824.9K,$832.2K,$841.1K,$919K,$947.1K,$983.8K,$989K,$1M,$1M,$999.5K,$970.4K,$950.2K,$955K,$962.9K,$967.9K,$969.5K,$957.3K,$957.9K,$932.4K,$956.8K,$952K,$934.1K,$932.6K,None,$944.4K,None,$931.6K,$931.6K,$929.9K,$928.3K,$926.8K,$925.5K,$924.5K,$923.6K,$923.1K,$922.9K,None,$924.2K,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"691 Kraftile Ct,",Fremont,CA,94536,None,None,None,None,None,$751.5K,$751.5K,$742K,$749K,$749.9K,$736.9K,$733.8K,$725.6K,$718.5K,$717.4K,$725.1K,$768K,$750.5K,$756.6K,$760.7K,$763.7K,$755.3K,$738.6K,$728.6K,$726.9K,$715.7K,$715.7K,$711.5K,$732.8K,$738.9K,$758.1K,$742.1K,$756K,$768K,$742.2K,$769.8K,$780.5K,$785.9K,$820K,$840.1K,$883.1K,$902.2K,$875.8K,$887.2K,$899K,$899K,$921.6K,$949.4K,$975K,$984.9K,$990K,$995.1K,$998.8K,$1M,$991.2K,$1M,$978.3K,$995.5K,$988.6K,$977.5K,$986.8K,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.2M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.4M,$1.4M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.4M,$1.4M,$1.4M,$1.4M,None,None,$1.5M,None,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,None,$1.5M,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"35440 Cabral Dr,",Fremont,CA,94536,None,None,None,None,None,$547K,$547K,$553.1K,$547.5K,$540.4K,$532.9K,$521.6K,$502.3K,$514K,$528.5K,$524.1K,$490.5K,$484.3K,$476.6K,$468.7K,$471.9K,$472.3K,$471.6K,$467.7K,$446.9K,$435.2K,$435.2K,$434.9K,$446.3K,$459.6K,$477.6K,$495.9K,$515.6K,$505.1K,$516.8K,$540.7K,$558K,$555.9K,$576.3K,$629.6K,$642.5K,$672.8K,$671.8K,$677.1K,$680K,$680K,$684.8K,$687K,$686.8K,$688.9K,$710.5K,$711.2K,$720.9K,$711.8K,$720.5K,$730.7K,$734.9K,$735.4K,$738.9K,$757.4K,$763.9K,$787.3K,$798.9K,$804.3K,$812.8K,$808.1K,$808.1K,$825.5K,$820.4K,$829.2K,$822K,$835.2K,$857K,$871.3K,$887.6K,$885.3K,$895.1K,$899.5K,$904.5K,$927.7K,$906K,$896.7K,$931.7K,$928.2K,$928.2K,$934.3K,$947.9K,$961.6K,$962.5K,$966.3K,$978K,$1M,$997K,$1M,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.1M,$1.1M,$1.1M,$1M,$1M,$1M,$1M,None,$1.1M,None,None,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,None,$1.1M,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"88 Delta Grn,",Fremont,CA,94538,None,None,None,None,None,$125.8K,$125.8K,$130.4K,$115.2K,$115.2K,$168K,$300.1K,$284.6K,None,$146.7K,$414.8K,$413.1K,$415.4K,$406.8K,$413.5K,$100K,$100K,$99K,$99K,$95.8K,$95.2K,$94.1K,$93.7K,$94.5K,$95K,$97.9K,$97.1K,$97.7K,$100.4K,$104.4K,$107.6K,$110.5K,$110.4K,$116.7K,$121K,$121K,$124.9K,$128.8K,$132.4K,$130K,$131.7K,$134.7K,$137.7K,$140.9K,$144.1K,$142.9K,$141.3K,$140.9K,$140.2K,$142.4K,$146K,$143.7K,$143.7K,$145K,$147.4K,$163.6K,$163.9K,$190.9K,$169.8K,$164.5K,$175.8K,$178K,$183.3K,$199K,$190.7K,$195.7K,$195.3K,$207K,$207.1K,$207.1K,$203K,$199.9K,$202K,$203.6K,$210K,$214.4K,$211.4K,$214.5K,$214.4K,$220.4K,$219.7K,$220K,$227.5K,$235.8K,$223.7K,$242.8K,$242.8K,$235.6K,$227.4K,$245.1K,$241.7K,$245.7K,$273.1K,$277.3K,$283.6K,$290K,$290.5K,$280.5K,$263.8K,$278.2K,$273K,$278.9K,$286.6K,$286.6K,$266.5K,$271.1K,$274.9K,$275K,$275.8K,$272.9K,$273.5K,$276.7K,$270.7K,$270.3K,None,None,$275.7K,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"118 Telles Ln,",Fremont,CA,94539,None,None,None,None,None,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.4M,$1.4M,$1.4M,$1.4M,$1.3M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.5M,$1.4M,$1.4M,$1.4M,$1.5M,$1.5M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$810.7K,$822.5K,$826.8K,$826.8K,$1.9M,$1.9M,$1.8M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.8M,$1.9M,$2M,$2M,$1.9M,$2M,$2M,$1.9M,$2M,$1.9M,$2M,$2M,$2M,$2.1M,$2.1M,$2M,$1.9M,$1.9M,$1.9M,$2M,$2M,$2M,$2M,$2M,$2M,$2M,$2M,$2.1M,$2.1M,$2M,$1.9M,$1.9M,$2M,$2.1M,$2M,$2M,$2M,$2M,$2.1M,$2.1M,$2.1M,$2.1M,$2.2M,$2.1M,$2.1M,$2.2M,$2.3M,$2.3M,$2.3M,$2.3M,$2.4M,$2.4M,$2.5M,$2.4M,$2.4M,$2.4M,$2.5M,$2.5M,$2.5M,$2.4M,$2.5M,$2.4M,$2.4M,$2.5M,$2.5M,$2.4M,$2.4M,$2.2M,$2.1M,$2.1M,$2M,$2M,None,None,$2M,None,$3M,$3M,$3M,$3M,$3M,$3M,$3M,$2.9M,$2.9M,None,$2.9M,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"3395 Pinewood Ter APT 103,",Fremont,CA,94536,None,None,None,None,None,$240K,$240K,$238.4K,$247.4K,$240.4K,$232.8K,$234.5K,$234.9K,$241.2K,$234.9K,$225.5K,$213.2K,$213.8K,$213K,$219K,$219.5K,$217.2K,$216.5K,$214.6K,$202.1K,$196.3K,$196.3K,$198.4K,$199.3K,$200.8K,$204.5K,$223K,$230.6K,$231.1K,$242K,$252.5K,$259.3K,$262.7K,$277.2K,$277.5K,$288.2K,$330.6K,$320K,$337.2K,$361K,$361K,$371K,$378.4K,$385K,$394.3K,$407.3K,$411K,$412.5K,$418.5K,$416.9K,$425.1K,$415.2K,$411.1K,$413.9K,$413.4K,$415.4K,$421.7K,$425.4K,$424.2K,$433K,$427.4K,$427.4K,$439.5K,$441.6K,$452.2K,$451.1K,$452.2K,$472.6K,$476.5K,$485.1K,$507.5K,$515.1K,$508.4K,$539.2K,$535.7K,$525K,$526.8K,$536.1K,$532.7K,$532.7K,$533.6K,$543.2K,$544.9K,$543.6K,$548.8K,$550.7K,$563K,$559.5K,$573.4K,$588.5K,$594.6K,$598.9K,$600.4K,$598.8K,$613.2K,$606.5K,$594.2K,$581.9K,$562.6K,$552K,$552K,$540.4K,$534.5K,$528.7K,$516.7K,$530.2K,$516.5K,$499.4K,$516.7K,$506.8K,$507K,$507.4K,$509K,$508.6K,None,$509.7K,None,None,$530.7K,$530.7K,$529.7K,$528.7K,$527.9K,$527.1K,$526.5K,$525.9K,$525.5K,$525.4K,None,$526.1K,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"3695 Stevenson Blvd UNIT 129,",Fremont,CA,94538,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
